game_id,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_avg_market_value,home_nationalities,home_avg_age,home_total_minutes,home_total_goals,home_total_assists,home_total_yellow_cards,home_total_red_cards,away_avg_market_value,away_nationalities,away_avg_age,away_total_minutes,away_total_goals,away_total_assists,away_total_yellow_cards,away_total_red_cards,result
2323737,2013-07-22,2410.0,2696.0,2.0,1.0,500000.0,8.0,26.767967145790553,908.0,2.0,1.0,3.0,1.0,298214.28571428574,6.0,27.148332844431405,990.0,1.0,0.0,4.0,0.0,Home Win
2326907,2013-09-25,1269.0,385.0,2.0,0.0,335714.28571428574,5.0,25.77021609465141,990.0,2.0,0.0,0.0,0.0,100000.0,1.0,20.484599589322382,90.0,0.0,0.0,1.0,0.0,Home Win
2329400,2013-12-02,3426.0,1053.0,2.0,2.0,571153.8461538461,5.0,25.118517348496816,990.0,2.0,2.0,1.0,0.0,194642.85714285713,3.0,25.59734037352107,990.0,1.0,2.0,2.0,0.0,Draw
2329435,2014-03-14,5817.0,190.0,0.0,0.0,433461.53846153844,5.0,27.28710577581214,990.0,0.0,0.0,4.0,0.0,342307.6923076923,6.0,26.333070078449957,990.0,0.0,0.0,2.0,0.0,Draw
2329688,2013-08-31,157.0,1411.0,1.0,0.0,400000.0,8.0,24.671555685929402,990.0,1.0,1.0,2.0,0.0,164285.7142857143,7.0,27.709787816563995,948.0,0.0,0.0,2.0,0.0,Home Win
2329707,2013-08-24,2727.0,498.0,2.0,1.0,235714.2857142857,5.0,27.69609856262834,990.0,2.0,2.0,5.0,0.0,894230.7692307692,10.0,26.200179013320696,990.0,1.0,1.0,3.0,0.0,Home Win
2329738,2014-02-01,354.0,1184.0,0.0,2.0,398214.28571428574,9.0,26.507284638701474,990.0,0.0,0.0,0.0,0.0,1171428.5714285714,8.0,26.684462696783022,990.0,2.0,2.0,0.0,0.0,Away Win
2329748,2013-09-28,1184.0,354.0,1.0,0.0,1125000.0,9.0,26.210032267527136,990.0,1.0,0.0,0.0,0.0,346428.5714285714,9.0,25.696489684169357,991.0,0.0,0.0,1.0,0.0,Home Win
2329766,2013-09-22,2282.0,58.0,4.0,0.0,817857.1428571428,8.0,25.237899677324727,990.0,4.0,3.0,4.0,0.0,5446428.571428572,8.0,22.82859098464848,990.0,0.0,0.0,2.0,1.0,Home Win
2329776,2013-12-26,58.0,3508.0,1.0,0.0,5500000.0,7.0,23.106482839542387,990.0,0.0,1.0,3.0,0.0,1269642.857142857,6.0,24.334800039112157,990.0,0.0,0.0,2.0,0.0,Home Win
2329796,2013-12-26,1411.0,157.0,1.0,0.0,239285.7142857143,6.0,27.31416837782341,991.0,1.0,1.0,1.0,0.0,401785.71428571426,10.0,24.99872885499169,990.0,0.0,0.0,1.0,0.0,Home Win
2329869,2014-03-08,3508.0,2282.0,1.0,1.0,800000.0,7.0,25.741664222157034,990.0,1.0,1.0,1.0,0.0,621428.5714285715,9.0,26.334800039112157,990.0,1.0,1.0,4.0,0.0,Draw
2330844,2013-09-01,618.0,40.0,2.0,1.0,3271428.5714285714,4.0,26.32873765522636,990.0,2.0,2.0,2.0,0.0,464285.71428571426,7.0,26.70499657768652,990.0,1.0,0.0,1.0,0.0,Home Win
2330897,2013-11-02,273.0,244.0,1.0,1.0,553571.4285714285,8.0,25.238290798865744,990.0,1.0,0.0,2.0,0.0,991071.4285714285,9.0,27.15791532218637,991.0,1.0,1.0,1.0,0.0,Draw
2330898,2013-11-02,750.0,618.0,0.0,0.0,676785.7142857143,7.0,24.496724357093967,973.0,0.0,0.0,4.0,0.0,2296428.5714285714,6.0,26.41850004889019,929.0,0.0,0.0,1.0,1.0,Draw
2330921,2013-11-23,1041.0,1423.0,1.0,1.0,1692307.6923076923,4.0,26.796398673195387,990.0,1.0,1.0,1.0,0.0,428571.4285714286,7.0,27.22714383494671,990.0,1.0,0.0,2.0,0.0,Draw
2330923,2013-12-01,595.0,14171.0,2.0,0.0,591071.4285714285,9.0,28.068446269678304,990.0,2.0,1.0,1.0,0.0,439285.71428571426,9.0,25.503080082135522,990.0,0.0,0.0,2.0,0.0,Home Win
2330943,2013-11-30,618.0,1421.0,4.0,0.0,510714.28571428574,6.0,27.102376063361692,990.0,4.0,2.0,1.0,0.0,678846.1538461539,8.0,27.314273679776758,990.0,0.0,0.0,2.0,0.0,Home Win
